call_id,call_satisfaction_grade,call_response_time
6137,1,EXCESSIVE
6138,8,ACCEPTABLE
6139,2,EXCESSIVE
6140,2,SHORT
6141,8,EXCESSIVE
6142,5,ACCEPTABLE
6143,1,SHORT
6144,7,ACCEPTABLE
6145,5,EXCESSIVE
6146,6,EXCESSIVE
6147,3,SHORT
6148,6,SHORT
6149,1,EXCESSIVE
6150,7,SHORT
6151,6,SHORT
6152,1,ACCEPTABLE
6153,2,ACCEPTABLE
6154,9,EXCESSIVE
6155,6,ACCEPTABLE
6156,8,SHORT
6157,4,ACCEPTABLE
6158,1,EXCESSIVE
6159,9,ACCEPTABLE
6160,5,SHORT
6161,2,EXCESSIVE
6162,5,ACCEPTABLE
6163,7,ACCEPTABLE
6164,1,EXCESSIVE
6165,3,EXCESSIVE
6166,7,SHORT
6167,6,EXCESSIVE
6168,7,SHORT
6169,2,EXCESSIVE
6170,9,SHORT
6171,5,ACCEPTABLE
6172,8,ACCEPTABLE
6173,4,EXCESSIVE
6174,4,ACCEPTABLE
6175,6,SHORT
6176,4,ACCEPTABLE
6177,4,EXCESSIVE
6178,9,EXCESSIVE
6179,5,ACCEPTABLE
6180,5,ACCEPTABLE
6181,7,ACCEPTABLE
6182,6,EXCESSIVE
6183,9,ACCEPTABLE
6184,1,EXCESSIVE
6185,1,EXCESSIVE
6186,2,EXCESSIVE
6187,2,SHORT
6188,2,SHORT
6189,8,ACCEPTABLE
6190,1,ACCEPTABLE
6191,6,EXCESSIVE
6192,9,EXCESSIVE
6193,9,EXCESSIVE
6194,7,ACCEPTABLE
6195,4,EXCESSIVE
6196,8,EXCESSIVE
6197,8,SHORT
6198,2,ACCEPTABLE
6199,3,ACCEPTABLE
6200,3,EXCESSIVE
6201,6,SHORT
6202,7,SHORT
6203,5,EXCESSIVE
6204,2,EXCESSIVE
6205,3,EXCESSIVE
6206,1,ACCEPTABLE
6207,1,SHORT
6208,3,SHORT
6209,1,ACCEPTABLE
6210,2,ACCEPTABLE
6211,6,SHORT
6212,4,EXCESSIVE
6213,7,EXCESSIVE
6214,1,EXCESSIVE
6215,7,EXCESSIVE
6216,2,SHORT
6217,5,SHORT
6218,1,ACCEPTABLE
6219,5,ACCEPTABLE
6220,5,SHORT
6221,7,EXCESSIVE
6222,5,ACCEPTABLE
6223,8,EXCESSIVE
6224,9,SHORT
6225,1,SHORT
6226,3,EXCESSIVE
6227,3,SHORT
6228,7,ACCEPTABLE
6229,8,ACCEPTABLE
6230,8,ACCEPTABLE
6231,3,SHORT
6232,5,ACCEPTABLE
6233,2,EXCESSIVE
6234,7,ACCEPTABLE
6235,3,ACCEPTABLE
6236,7,SHORT
6237,6,ACCEPTABLE
6238,9,EXCESSIVE
6239,2,EXCESSIVE
6240,3,SHORT
6241,3,SHORT
6242,5,EXCESSIVE
6243,3,SHORT
6244,9,SHORT
6245,2,ACCEPTABLE
6246,8,ACCEPTABLE
6247,1,ACCEPTABLE
6248,2,ACCEPTABLE
6249,4,SHORT
6250,4,SHORT
6251,7,EXCESSIVE
6252,2,SHORT
6253,6,EXCESSIVE
6254,3,ACCEPTABLE
6255,3,EXCESSIVE
6256,3,SHORT
6257,9,EXCESSIVE
6258,8,EXCESSIVE
6259,8,EXCESSIVE
6260,8,SHORT
6261,8,EXCESSIVE
6262,6,SHORT
6263,7,ACCEPTABLE
6264,4,ACCEPTABLE
6265,2,EXCESSIVE
6266,6,EXCESSIVE
6267,6,ACCEPTABLE
6268,8,SHORT
6269,7,ACCEPTABLE
6270,5,SHORT
6271,4,ACCEPTABLE
6272,5,ACCEPTABLE
6273,7,SHORT
6274,2,SHORT
6275,6,SHORT
6276,3,EXCESSIVE
6277,4,ACCEPTABLE
6278,4,SHORT
6279,6,EXCESSIVE
6280,7,EXCESSIVE
6281,5,SHORT
6282,7,SHORT
6283,7,EXCESSIVE
6284,3,SHORT
6285,4,EXCESSIVE
6286,2,ACCEPTABLE
6287,2,EXCESSIVE
6288,4,EXCESSIVE
6289,2,ACCEPTABLE
6290,7,SHORT
6291,4,ACCEPTABLE
6292,8,ACCEPTABLE
6293,8,SHORT
6294,7,EXCESSIVE
6295,5,ACCEPTABLE
6296,9,ACCEPTABLE
6297,4,SHORT
6298,2,SHORT
6299,1,ACCEPTABLE
6300,6,ACCEPTABLE
6301,5,SHORT
6302,2,EXCESSIVE
6303,1,EXCESSIVE
6304,7,ACCEPTABLE
6305,6,SHORT
6306,6,ACCEPTABLE
6307,6,SHORT
6308,4,EXCESSIVE
6309,3,ACCEPTABLE
6310,8,EXCESSIVE
6311,5,SHORT
6312,5,ACCEPTABLE
6313,2,ACCEPTABLE
6314,3,ACCEPTABLE
6315,3,EXCESSIVE
6316,3,SHORT
6317,5,SHORT
6318,3,EXCESSIVE
6319,9,EXCESSIVE
6320,8,EXCESSIVE
6321,2,SHORT
6322,6,SHORT
6323,4,ACCEPTABLE
6324,5,SHORT
6325,3,ACCEPTABLE
6326,1,ACCEPTABLE
6327,5,SHORT
6328,7,ACCEPTABLE
6329,1,ACCEPTABLE
6330,8,SHORT
6331,8,SHORT
6332,3,EXCESSIVE
6333,6,ACCEPTABLE
6334,8,SHORT
6335,2,ACCEPTABLE
6336,1,ACCEPTABLE
6337,4,ACCEPTABLE
6338,2,EXCESSIVE
6339,8,ACCEPTABLE
6340,6,EXCESSIVE
6341,5,EXCESSIVE
6342,7,SHORT
6343,3,ACCEPTABLE
6344,7,SHORT
6345,5,SHORT
6346,9,ACCEPTABLE
6347,4,ACCEPTABLE
6348,9,SHORT
6349,2,SHORT
6350,6,SHORT
6351,7,SHORT
6352,1,EXCESSIVE
6353,2,EXCESSIVE
6354,5,ACCEPTABLE
6355,9,SHORT
6356,7,EXCESSIVE
6357,7,SHORT
6358,8,ACCEPTABLE
6359,7,EXCESSIVE
6360,2,ACCEPTABLE
6361,5,SHORT
6362,4,SHORT
6363,7,ACCEPTABLE
6364,9,EXCESSIVE
6365,3,SHORT
6366,7,EXCESSIVE
6367,8,SHORT
6368,8,EXCESSIVE
6369,5,SHORT
6370,3,EXCESSIVE
6371,8,SHORT
6372,6,SHORT
6373,8,SHORT
6374,3,EXCESSIVE
6375,8,ACCEPTABLE
6376,8,SHORT
6377,9,ACCEPTABLE
6378,5,EXCESSIVE
6379,3,SHORT
6380,1,SHORT
6381,5,ACCEPTABLE
6382,6,SHORT
6383,4,ACCEPTABLE
6384,4,SHORT
6385,6,ACCEPTABLE
6386,5,ACCEPTABLE
6387,1,SHORT
6388,4,EXCESSIVE
6389,1,ACCEPTABLE
6390,2,EXCESSIVE
6391,6,EXCESSIVE
6392,1,ACCEPTABLE
6393,9,EXCESSIVE
6394,5,EXCESSIVE
6395,7,SHORT
6396,7,SHORT
6397,3,SHORT
6398,5,ACCEPTABLE
6399,4,ACCEPTABLE
6400,6,EXCESSIVE
6401,3,EXCESSIVE
6402,6,SHORT
6403,7,SHORT
6404,1,SHORT
6405,8,SHORT
6406,8,EXCESSIVE
6407,6,ACCEPTABLE
6408,5,EXCESSIVE
6409,7,SHORT
6410,4,EXCESSIVE
6411,4,EXCESSIVE
6412,2,ACCEPTABLE
6413,9,ACCEPTABLE
6414,4,EXCESSIVE
6415,4,ACCEPTABLE
6416,1,SHORT
6417,8,EXCESSIVE
6418,2,SHORT
6419,3,ACCEPTABLE
6420,5,SHORT
6421,5,ACCEPTABLE
6422,6,EXCESSIVE
6423,8,ACCEPTABLE
6424,2,ACCEPTABLE
6425,4,SHORT
6426,8,EXCESSIVE
6427,7,ACCEPTABLE
6428,3,ACCEPTABLE
6429,6,ACCEPTABLE
6430,5,SHORT
6431,3,SHORT
6432,9,ACCEPTABLE
6433,6,SHORT
6434,3,ACCEPTABLE
6435,5,ACCEPTABLE
6436,6,SHORT
6437,1,SHORT
6438,8,SHORT
6439,1,EXCESSIVE
6440,2,EXCESSIVE
6441,6,SHORT
6442,2,SHORT
6443,1,SHORT
6444,4,EXCESSIVE
6445,8,SHORT
6446,1,EXCESSIVE
6447,9,SHORT
6448,2,SHORT
6449,8,EXCESSIVE
6450,7,SHORT
6451,3,SHORT
6452,5,ACCEPTABLE
6453,7,EXCESSIVE
6454,6,SHORT
6455,9,SHORT
6456,2,ACCEPTABLE
6457,2,SHORT
6458,1,EXCESSIVE
6459,5,EXCESSIVE
6460,3,SHORT
6461,1,ACCEPTABLE
6462,7,EXCESSIVE
6463,2,EXCESSIVE
6464,8,SHORT
6465,3,EXCESSIVE
6466,4,EXCESSIVE
6467,9,ACCEPTABLE
6468,3,ACCEPTABLE
6469,2,ACCEPTABLE
6470,1,EXCESSIVE
6471,7,EXCESSIVE
6472,6,EXCESSIVE
6473,5,ACCEPTABLE
6474,6,ACCEPTABLE
6475,3,EXCESSIVE
6476,9,SHORT
6477,5,EXCESSIVE
6478,5,EXCESSIVE
6479,2,ACCEPTABLE
6480,8,SHORT
6481,2,ACCEPTABLE
6482,9,ACCEPTABLE
6483,5,SHORT
6484,4,EXCESSIVE
6485,7,EXCESSIVE
6486,8,EXCESSIVE
6487,7,SHORT
6488,4,ACCEPTABLE
6489,6,EXCESSIVE
6490,6,SHORT
6491,2,ACCEPTABLE
6492,4,SHORT
6493,9,ACCEPTABLE
6494,4,ACCEPTABLE
6495,4,EXCESSIVE
6496,6,ACCEPTABLE
6497,3,EXCESSIVE
6498,1,EXCESSIVE
6499,5,SHORT
6500,8,SHORT
6501,6,SHORT
6502,5,SHORT
6503,1,EXCESSIVE
6504,3,EXCESSIVE
6505,6,ACCEPTABLE
6506,1,SHORT
6507,1,SHORT
6508,8,SHORT
6509,3,ACCEPTABLE
6510,7,EXCESSIVE
6511,1,EXCESSIVE
6512,1,SHORT
6513,6,EXCESSIVE
6514,7,EXCESSIVE
6515,2,EXCESSIVE
6516,5,SHORT
6517,5,EXCESSIVE
6518,1,EXCESSIVE
6519,7,EXCESSIVE
6520,7,SHORT
6521,4,SHORT
6522,9,ACCEPTABLE
6523,5,EXCESSIVE
6524,5,SHORT
6525,3,SHORT
6526,3,EXCESSIVE
6527,8,SHORT
6528,6,SHORT
6529,6,SHORT
6530,9,ACCEPTABLE
6531,9,ACCEPTABLE
6532,2,ACCEPTABLE
6533,9,EXCESSIVE
6534,2,EXCESSIVE
6535,2,SHORT
6536,1,SHORT
6537,4,SHORT
6538,5,EXCESSIVE
6539,7,SHORT
6540,3,SHORT
6541,4,ACCEPTABLE
6542,3,SHORT
6543,5,EXCESSIVE
6544,3,ACCEPTABLE
6545,9,ACCEPTABLE
6546,8,SHORT
6547,5,EXCESSIVE
6548,5,EXCESSIVE
6549,4,EXCESSIVE
6550,7,ACCEPTABLE
6551,2,ACCEPTABLE
6552,7,EXCESSIVE
6553,4,SHORT
6554,7,SHORT
6555,5,EXCESSIVE
6556,6,ACCEPTABLE
6557,3,SHORT
6558,9,ACCEPTABLE
6559,5,EXCESSIVE
6560,8,SHORT
6561,1,SHORT
6562,9,SHORT
6563,3,EXCESSIVE
6564,7,ACCEPTABLE
6565,2,ACCEPTABLE
6566,4,ACCEPTABLE
6567,2,EXCESSIVE
6568,8,EXCESSIVE
6569,3,EXCESSIVE
6570,4,ACCEPTABLE
6571,4,ACCEPTABLE
6572,2,ACCEPTABLE
6573,6,SHORT
6574,4,SHORT
6575,3,ACCEPTABLE
6576,8,SHORT
6577,9,SHORT
6578,7,ACCEPTABLE
6579,6,EXCESSIVE
6580,4,EXCESSIVE
6581,8,EXCESSIVE
6582,3,SHORT
6583,4,EXCESSIVE
6584,1,EXCESSIVE
6585,4,SHORT
6586,2,EXCESSIVE
6587,1,ACCEPTABLE
6588,1,EXCESSIVE
6589,3,ACCEPTABLE
6590,7,EXCESSIVE
6591,6,ACCEPTABLE
6592,3,ACCEPTABLE
6593,1,ACCEPTABLE
6594,8,SHORT
6595,2,ACCEPTABLE
6596,1,ACCEPTABLE
6597,2,ACCEPTABLE
6598,1,ACCEPTABLE
6599,3,SHORT
6600,4,EXCESSIVE
6601,7,SHORT
6602,9,SHORT
6603,8,SHORT
6604,7,SHORT
6605,1,SHORT
6606,3,ACCEPTABLE
6607,9,ACCEPTABLE
6608,9,ACCEPTABLE
6609,7,EXCESSIVE
6610,6,SHORT
6611,6,EXCESSIVE
6612,6,ACCEPTABLE
6613,7,EXCESSIVE
6614,4,EXCESSIVE
6615,3,EXCESSIVE
6616,1,ACCEPTABLE
6617,5,SHORT
6618,7,SHORT
6619,2,ACCEPTABLE
6620,2,EXCESSIVE
6621,1,SHORT
6622,8,EXCESSIVE
6623,5,ACCEPTABLE
6624,8,EXCESSIVE
6625,6,EXCESSIVE
6626,5,SHORT
6627,6,SHORT
6628,6,ACCEPTABLE
6629,4,SHORT
6630,2,ACCEPTABLE
6631,6,ACCEPTABLE
6632,2,SHORT
6633,1,ACCEPTABLE
6634,3,EXCESSIVE
6635,3,SHORT
6636,5,EXCESSIVE
6637,1,EXCESSIVE
6638,2,SHORT
6639,9,EXCESSIVE
6640,8,ACCEPTABLE
6641,1,SHORT
6642,5,EXCESSIVE
6643,3,ACCEPTABLE
6644,7,SHORT
6645,6,ACCEPTABLE
6646,2,EXCESSIVE
6647,2,EXCESSIVE
6648,5,EXCESSIVE
6649,3,ACCEPTABLE
6650,1,SHORT
6651,2,EXCESSIVE
6652,5,ACCEPTABLE
6653,5,SHORT
6654,5,EXCESSIVE
6655,4,SHORT
6656,1,SHORT
6657,4,EXCESSIVE
6658,2,EXCESSIVE
6659,4,SHORT
6660,4,ACCEPTABLE
6661,6,EXCESSIVE
6662,7,ACCEPTABLE
6663,7,ACCEPTABLE
6664,6,SHORT
6665,7,EXCESSIVE
6666,7,ACCEPTABLE
6667,5,ACCEPTABLE
6668,7,ACCEPTABLE
6669,4,SHORT
6670,7,SHORT
6671,5,SHORT
6672,9,ACCEPTABLE
6673,5,EXCESSIVE
6674,7,EXCESSIVE
6675,7,EXCESSIVE
6676,3,EXCESSIVE
6677,6,SHORT
6678,4,EXCESSIVE
6679,7,SHORT
6680,1,EXCESSIVE
6681,8,SHORT
6682,4,SHORT
6683,2,EXCESSIVE
6684,4,ACCEPTABLE
6685,4,ACCEPTABLE
6686,4,EXCESSIVE
6687,2,ACCEPTABLE
6688,2,SHORT
6689,1,EXCESSIVE
6690,5,ACCEPTABLE
6691,4,ACCEPTABLE
6692,9,ACCEPTABLE
6693,9,SHORT
6694,2,SHORT
6695,5,ACCEPTABLE
6696,2,EXCESSIVE
6697,9,ACCEPTABLE
6698,5,SHORT
6699,6,SHORT
6700,2,SHORT
6701,1,ACCEPTABLE
6702,4,SHORT
6703,3,EXCESSIVE
6704,7,SHORT
6705,1,ACCEPTABLE
6706,6,EXCESSIVE
6707,8,ACCEPTABLE
6708,5,EXCESSIVE
6709,2,SHORT
6710,7,ACCEPTABLE
6711,8,EXCESSIVE
6712,6,EXCESSIVE
6713,3,SHORT
6714,7,ACCEPTABLE
6715,2,SHORT
6716,3,SHORT
6717,3,EXCESSIVE
6718,9,SHORT
6719,2,ACCEPTABLE
6720,7,ACCEPTABLE
6721,5,ACCEPTABLE
6722,4,SHORT
6723,9,ACCEPTABLE
6724,1,ACCEPTABLE
6725,7,EXCESSIVE
6726,1,ACCEPTABLE
6727,8,EXCESSIVE
6728,6,ACCEPTABLE
6729,2,SHORT
6730,9,ACCEPTABLE
6731,9,EXCESSIVE
6732,1,ACCEPTABLE
6733,4,EXCESSIVE
6734,5,ACCEPTABLE
6735,4,ACCEPTABLE
6736,8,EXCESSIVE
6737,4,EXCESSIVE
6738,3,ACCEPTABLE
6739,4,SHORT
6740,6,ACCEPTABLE
6741,9,EXCESSIVE
6742,1,EXCESSIVE
6743,2,ACCEPTABLE
6744,5,SHORT
6745,1,SHORT
6746,8,ACCEPTABLE
6747,5,SHORT
6748,5,SHORT
6749,9,EXCESSIVE
6750,9,EXCESSIVE
6751,6,ACCEPTABLE
6752,9,ACCEPTABLE
6753,5,ACCEPTABLE
6754,3,EXCESSIVE
6755,1,EXCESSIVE
6756,1,ACCEPTABLE
6757,8,SHORT
6758,1,EXCESSIVE
6759,3,EXCESSIVE
6760,8,ACCEPTABLE
6761,8,SHORT
6762,9,EXCESSIVE
6763,7,ACCEPTABLE
6764,9,ACCEPTABLE
6765,5,EXCESSIVE
6766,7,ACCEPTABLE
6767,6,SHORT
6768,6,EXCESSIVE
6769,3,EXCESSIVE
6770,7,EXCESSIVE
6771,5,ACCEPTABLE
6772,3,EXCESSIVE
6773,9,SHORT
6774,9,SHORT
6775,3,SHORT
6776,3,SHORT
6777,1,EXCESSIVE
6778,1,EXCESSIVE
6779,7,EXCESSIVE
6780,9,EXCESSIVE
6781,6,ACCEPTABLE
6782,5,EXCESSIVE
6783,4,SHORT
6784,6,SHORT
6785,6,EXCESSIVE
6786,5,EXCESSIVE
6787,6,ACCEPTABLE
6788,1,SHORT
6789,1,EXCESSIVE
6790,9,ACCEPTABLE
6791,2,ACCEPTABLE
6792,7,SHORT
6793,1,SHORT
6794,4,ACCEPTABLE
6795,8,SHORT
6796,9,EXCESSIVE
6797,2,SHORT
6798,2,SHORT
6799,7,SHORT
6800,3,SHORT
6801,3,EXCESSIVE
6802,1,EXCESSIVE
6803,3,EXCESSIVE
6804,3,ACCEPTABLE
6805,3,EXCESSIVE
6806,9,EXCESSIVE
6807,3,SHORT
6808,9,ACCEPTABLE
6809,6,EXCESSIVE
6810,3,EXCESSIVE
6811,2,EXCESSIVE
6812,5,SHORT
6813,4,EXCESSIVE
6814,7,EXCESSIVE
6815,4,EXCESSIVE
6816,9,SHORT
6817,4,ACCEPTABLE
6818,7,ACCEPTABLE
6819,2,SHORT
6820,5,EXCESSIVE
6821,8,EXCESSIVE
6822,2,SHORT
6823,1,SHORT
6824,3,ACCEPTABLE
6825,3,SHORT
6826,9,ACCEPTABLE
6827,4,EXCESSIVE
6828,5,ACCEPTABLE
6829,2,ACCEPTABLE
6830,1,ACCEPTABLE
6831,4,ACCEPTABLE
6832,3,ACCEPTABLE
6833,7,SHORT
6834,7,EXCESSIVE
6835,6,ACCEPTABLE
6836,9,SHORT
6837,5,ACCEPTABLE
6838,1,EXCESSIVE
6839,3,ACCEPTABLE
6840,4,ACCEPTABLE
6841,9,EXCESSIVE
6842,8,EXCESSIVE
6843,8,EXCESSIVE
6844,5,SHORT
6845,7,EXCESSIVE
6846,2,ACCEPTABLE
6847,8,SHORT
6848,3,SHORT
6849,5,EXCESSIVE
6850,2,EXCESSIVE
6851,9,ACCEPTABLE
6852,9,EXCESSIVE
6853,2,EXCESSIVE
6854,3,SHORT
6855,5,ACCEPTABLE
6856,1,EXCESSIVE
6857,7,ACCEPTABLE
6858,3,ACCEPTABLE
6859,4,ACCEPTABLE
6860,9,ACCEPTABLE
6861,1,EXCESSIVE
6862,3,ACCEPTABLE
6863,1,EXCESSIVE
6864,4,ACCEPTABLE
6865,1,ACCEPTABLE
6866,6,EXCESSIVE
6867,6,EXCESSIVE
6868,8,ACCEPTABLE
6869,6,SHORT
6870,4,ACCEPTABLE
6871,6,SHORT
6872,5,SHORT
6873,3,EXCESSIVE
6874,2,ACCEPTABLE
6875,8,ACCEPTABLE
6876,9,ACCEPTABLE
6877,1,ACCEPTABLE
6878,4,SHORT
6879,8,SHORT
6880,5,SHORT
6881,2,ACCEPTABLE
6882,9,EXCESSIVE
6883,7,SHORT
6884,3,SHORT
6885,4,EXCESSIVE
6886,9,ACCEPTABLE
6887,6,EXCESSIVE
6888,1,SHORT
6889,4,EXCESSIVE
6890,6,EXCESSIVE
6891,5,EXCESSIVE
6892,4,ACCEPTABLE
6893,9,ACCEPTABLE
6894,7,SHORT
6895,3,ACCEPTABLE
6896,8,ACCEPTABLE
6897,9,EXCESSIVE
6898,2,EXCESSIVE
6899,9,EXCESSIVE
6900,7,ACCEPTABLE
6901,7,EXCESSIVE
6902,8,ACCEPTABLE
6903,5,SHORT
6904,6,EXCESSIVE
6905,6,ACCEPTABLE
6906,8,SHORT
6907,5,SHORT
6908,1,ACCEPTABLE
6909,4,ACCEPTABLE
6910,3,EXCESSIVE
6911,8,EXCESSIVE
6912,3,ACCEPTABLE
6913,7,SHORT
6914,7,SHORT
6915,9,SHORT
6916,4,EXCESSIVE
6917,3,ACCEPTABLE
6918,6,ACCEPTABLE
6919,3,ACCEPTABLE
6920,4,SHORT
6921,5,EXCESSIVE
6922,8,SHORT
6923,7,EXCESSIVE
6924,8,ACCEPTABLE
6925,9,SHORT
6926,5,EXCESSIVE
6927,3,ACCEPTABLE
6928,9,ACCEPTABLE
6929,6,ACCEPTABLE
6930,3,SHORT
6931,5,ACCEPTABLE
6932,5,ACCEPTABLE
6933,6,ACCEPTABLE
6934,2,ACCEPTABLE
6935,9,EXCESSIVE
6936,8,EXCESSIVE
6937,3,SHORT
6938,8,ACCEPTABLE
6939,8,EXCESSIVE
6940,1,ACCEPTABLE
6941,8,ACCEPTABLE
6942,2,SHORT
6943,4,EXCESSIVE
6944,3,SHORT
6945,3,ACCEPTABLE
6946,8,EXCESSIVE
6947,9,SHORT
6948,2,EXCESSIVE
6949,6,SHORT
6950,4,SHORT
6951,9,ACCEPTABLE
6952,8,SHORT
6953,3,ACCEPTABLE
6954,6,ACCEPTABLE
6955,7,ACCEPTABLE
6956,1,EXCESSIVE
6957,9,SHORT
6958,3,SHORT
6959,4,SHORT
6960,8,SHORT
6961,1,EXCESSIVE
6962,1,SHORT
6963,4,EXCESSIVE
6964,7,EXCESSIVE
6965,8,EXCESSIVE
6966,1,EXCESSIVE
6967,9,EXCESSIVE
6968,8,ACCEPTABLE
6969,6,EXCESSIVE
6970,3,SHORT
6971,9,EXCESSIVE
6972,5,EXCESSIVE
6973,9,SHORT
6974,6,EXCESSIVE
6975,8,SHORT
6976,2,ACCEPTABLE
6977,1,ACCEPTABLE
6978,8,SHORT
6979,5,SHORT
6980,7,SHORT
6981,2,EXCESSIVE
6982,1,SHORT
6983,3,SHORT
6984,5,EXCESSIVE
6985,2,ACCEPTABLE
6986,4,SHORT
6987,8,ACCEPTABLE
6988,9,ACCEPTABLE
6989,4,EXCESSIVE
6990,1,ACCEPTABLE
6991,1,SHORT
6992,8,ACCEPTABLE
6993,4,SHORT
6994,8,SHORT
6995,5,EXCESSIVE
6996,2,ACCEPTABLE
6997,3,SHORT
6998,8,EXCESSIVE
6999,8,ACCEPTABLE
7000,1,ACCEPTABLE
7001,9,EXCESSIVE
7002,9,EXCESSIVE
7003,8,SHORT
7004,8,EXCESSIVE
7005,5,EXCESSIVE
7006,8,SHORT
7007,3,ACCEPTABLE
7008,9,ACCEPTABLE
7009,3,ACCEPTABLE
7010,5,EXCESSIVE
7011,4,EXCESSIVE
7012,3,ACCEPTABLE
7013,6,ACCEPTABLE
7014,5,ACCEPTABLE
7015,1,SHORT
7016,5,SHORT
7017,7,EXCESSIVE
7018,9,ACCEPTABLE
7019,7,SHORT
7020,5,ACCEPTABLE
7021,7,SHORT
7022,8,EXCESSIVE
7023,5,SHORT
7024,4,SHORT
7025,7,EXCESSIVE
7026,1,ACCEPTABLE
7027,6,SHORT
7028,7,EXCESSIVE
7029,7,ACCEPTABLE
7030,9,EXCESSIVE
7031,7,EXCESSIVE
7032,6,SHORT
7033,3,ACCEPTABLE
7034,6,ACCEPTABLE
7035,6,SHORT
7036,8,EXCESSIVE
7037,7,EXCESSIVE
7038,3,ACCEPTABLE
7039,9,ACCEPTABLE
7040,6,SHORT
7041,2,SHORT
7042,9,ACCEPTABLE
7043,2,EXCESSIVE
7044,7,EXCESSIVE
7045,5,EXCESSIVE
7046,5,SHORT
7047,6,EXCESSIVE
7048,5,ACCEPTABLE
7049,8,ACCEPTABLE
7050,7,EXCESSIVE
7051,5,SHORT
7052,5,ACCEPTABLE
7053,5,ACCEPTABLE
7054,4,EXCESSIVE
7055,4,EXCESSIVE
7056,7,EXCESSIVE
7057,8,EXCESSIVE
7058,6,SHORT
7059,1,SHORT
7060,5,ACCEPTABLE
7061,5,SHORT
7062,8,EXCESSIVE
7063,4,EXCESSIVE
7064,1,SHORT
7065,5,SHORT
7066,5,SHORT
7067,4,SHORT
7068,2,ACCEPTABLE
7069,9,SHORT
7070,6,EXCESSIVE
7071,1,SHORT
7072,8,EXCESSIVE
7073,2,ACCEPTABLE
7074,7,SHORT
7075,6,EXCESSIVE
7076,4,ACCEPTABLE
7077,4,EXCESSIVE
7078,4,EXCESSIVE
7079,9,ACCEPTABLE
7080,7,ACCEPTABLE
7081,4,EXCESSIVE
7082,2,SHORT
7083,6,SHORT
7084,8,ACCEPTABLE
7085,9,ACCEPTABLE
7086,7,SHORT
7087,8,ACCEPTABLE
7088,1,SHORT
7089,5,ACCEPTABLE
7090,9,EXCESSIVE
7091,2,SHORT
7092,1,EXCESSIVE
7093,4,SHORT
7094,5,ACCEPTABLE
7095,8,EXCESSIVE
7096,5,EXCESSIVE
7097,6,EXCESSIVE
7098,8,EXCESSIVE
7099,6,SHORT
7100,4,SHORT
7101,6,ACCEPTABLE
7102,4,EXCESSIVE
7103,1,ACCEPTABLE
7104,5,ACCEPTABLE
7105,7,EXCESSIVE
7106,5,ACCEPTABLE
7107,2,EXCESSIVE
7108,3,ACCEPTABLE
7109,8,ACCEPTABLE
7110,8,EXCESSIVE
7111,1,ACCEPTABLE
7112,8,EXCESSIVE
7113,4,ACCEPTABLE
7114,5,ACCEPTABLE
7115,9,EXCESSIVE
7116,9,SHORT
7117,7,SHORT
7118,2,SHORT
7119,5,SHORT
7120,9,EXCESSIVE
7121,7,SHORT
7122,2,ACCEPTABLE
7123,1,SHORT
7124,2,EXCESSIVE
7125,2,ACCEPTABLE
7126,2,SHORT
7127,1,EXCESSIVE
7128,4,SHORT
7129,8,ACCEPTABLE
7130,4,SHORT
7131,2,ACCEPTABLE
7132,2,SHORT
7133,1,EXCESSIVE
7134,5,EXCESSIVE
7135,1,EXCESSIVE
7136,6,EXCESSIVE
7137,2,EXCESSIVE
7138,5,ACCEPTABLE
7139,9,ACCEPTABLE
7140,1,SHORT
7141,6,EXCESSIVE
7142,4,EXCESSIVE
7143,1,EXCESSIVE
7144,1,SHORT
7145,1,EXCESSIVE
7146,1,SHORT
7147,6,SHORT
7148,4,SHORT
7149,6,EXCESSIVE
7150,8,SHORT
7151,9,ACCEPTABLE
7152,4,SHORT
7153,7,SHORT
7154,6,EXCESSIVE
7155,3,EXCESSIVE
7156,6,EXCESSIVE
7157,4,ACCEPTABLE
7158,5,ACCEPTABLE
7159,6,SHORT
7160,6,ACCEPTABLE
7161,1,SHORT
7162,1,ACCEPTABLE
7163,8,EXCESSIVE
7164,2,EXCESSIVE
7165,1,SHORT
7166,1,EXCESSIVE
7167,6,ACCEPTABLE
7168,9,ACCEPTABLE
7169,6,EXCESSIVE
7170,5,ACCEPTABLE
7171,7,EXCESSIVE
7172,2,EXCESSIVE
7173,4,SHORT
7174,8,ACCEPTABLE
7175,3,ACCEPTABLE
7176,5,SHORT
7177,3,EXCESSIVE
7178,3,ACCEPTABLE
7179,7,EXCESSIVE
7180,7,EXCESSIVE
7181,9,EXCESSIVE
7182,6,ACCEPTABLE
7183,8,ACCEPTABLE
7184,2,SHORT
7185,6,EXCESSIVE
7186,6,ACCEPTABLE
7187,3,SHORT
7188,8,EXCESSIVE
7189,8,ACCEPTABLE
7190,6,SHORT
7191,2,EXCESSIVE
7192,9,SHORT
7193,1,ACCEPTABLE
7194,7,EXCESSIVE
7195,7,EXCESSIVE
7196,8,SHORT
7197,6,EXCESSIVE
7198,7,SHORT
7199,1,ACCEPTABLE
7200,2,ACCEPTABLE
7201,8,ACCEPTABLE
7202,2,EXCESSIVE
7203,9,EXCESSIVE
7204,3,ACCEPTABLE
7205,7,EXCESSIVE
7206,6,SHORT
7207,3,EXCESSIVE
7208,5,EXCESSIVE
7209,6,EXCESSIVE
