call_id,client_id,dept_id,tele_id,salary,date,call_satisfaction_grade,call_response_time
880,537,DEPT_MAIN,102,900,265,3,ACCEPTABLE
881,446,DEPT_SUPPORT,135,1000,149,5,EXCESSIVE
882,896,DEPT_MAIN,101,1000,695,8,ACCEPTABLE
883,786,DEPT_MAIN,118,1000,538,9,EXCESSIVE
884,33,DEPT_CANCEL,72,1200,356,1,SHORT
885,75,DEPT_CANCEL,113,1200,472,4,SHORT
886,1381,DEPT_SUPPORT,197,1200,432,5,SHORT
887,797,DEPT_CANCEL,250,900,304,8,SHORT
888,209,DEPT_MAIN,8,1200,659,1,SHORT
889,323,DEPT_MAIN,54,900,522,3,SHORT
890,95,DEPT_SALES,225,900,429,3,SHORT
891,563,DEPT_MAIN,248,1000,556,6,SHORT
892,992,DEPT_SUPPORT,185,1200,250,3,SHORT
893,1395,DEPT_MAIN,232,900,381,3,EXCESSIVE
894,943,DEPT_MAIN,40,1200,567,3,ACCEPTABLE
895,223,DEPT_SUPPORT,82,1000,323,8,SHORT
896,90,DEPT_MAIN,134,900,125,1,EXCESSIVE
897,308,DEPT_CANCEL,97,1000,73,9,ACCEPTABLE
898,681,DEPT_MAIN,118,1000,356,1,EXCESSIVE
899,843,DEPT_SALES,115,900,112,2,ACCEPTABLE
900,1064,DEPT_SALES,130,1000,316,5,ACCEPTABLE
901,1387,DEPT_SUPPORT,219,1000,599,4,EXCESSIVE
902,928,DEPT_MAIN,195,1000,693,7,ACCEPTABLE
903,1358,DEPT_SUPPORT,136,1200,478,9,ACCEPTABLE
904,309,DEPT_SALES,187,1200,687,8,ACCEPTABLE
905,1053,DEPT_SUPPORT,98,1000,718,5,EXCESSIVE
906,1044,DEPT_SALES,63,900,347,7,SHORT
907,951,DEPT_CANCEL,171,1200,8,3,ACCEPTABLE
908,977,DEPT_SALES,198,1000,376,8,ACCEPTABLE
909,673,DEPT_SALES,192,1000,120,8,SHORT
910,1446,DEPT_SUPPORT,234,1000,138,6,SHORT
911,23,DEPT_CANCEL,200,1000,617,1,SHORT
912,1093,DEPT_SALES,186,900,582,3,EXCESSIVE
913,778,DEPT_CANCEL,143,900,555,8,SHORT
914,551,DEPT_MAIN,165,1200,653,5,SHORT
915,83,DEPT_MAIN,128,1200,358,5,SHORT
916,800,DEPT_SALES,229,1000,412,6,SHORT
917,972,DEPT_MAIN,25,900,493,3,EXCESSIVE
918,627,DEPT_SUPPORT,8,1200,384,3,ACCEPTABLE
919,493,DEPT_MAIN,71,1000,545,1,ACCEPTABLE
920,566,DEPT_SUPPORT,6,1000,429,7,EXCESSIVE
921,1107,DEPT_CANCEL,234,1000,307,8,SHORT
922,163,DEPT_MAIN,231,1200,587,3,SHORT
923,1313,DEPT_MAIN,116,900,94,7,ACCEPTABLE
924,424,DEPT_SALES,67,1000,450,2,ACCEPTABLE
925,1114,DEPT_MAIN,193,1200,76,9,EXCESSIVE
926,1244,DEPT_SUPPORT,125,1200,267,7,EXCESSIVE
927,167,DEPT_CANCEL,165,1200,297,2,EXCESSIVE
928,262,DEPT_SALES,153,1000,289,6,ACCEPTABLE
929,1077,DEPT_MAIN,141,900,272,2,ACCEPTABLE
930,2,DEPT_SALES,80,1000,361,1,EXCESSIVE
931,660,DEPT_SALES,101,1000,23,2,SHORT
932,313,DEPT_MAIN,193,1200,338,1,ACCEPTABLE
933,1338,DEPT_MAIN,215,900,606,5,ACCEPTABLE
934,311,DEPT_SALES,4,1200,708,6,EXCESSIVE
935,747,DEPT_CANCEL,105,1000,97,5,SHORT
936,496,DEPT_SALES,117,1000,455,2,SHORT
937,436,DEPT_SALES,155,1000,104,5,EXCESSIVE
938,1438,DEPT_MAIN,6,1000,334,8,EXCESSIVE
939,547,DEPT_MAIN,89,1200,634,8,SHORT
940,1005,DEPT_SALES,246,1000,227,4,ACCEPTABLE
941,533,DEPT_SUPPORT,127,1200,101,1,EXCESSIVE
942,587,DEPT_SUPPORT,236,1200,407,6,SHORT
943,617,DEPT_MAIN,1,1200,5,8,EXCESSIVE
944,840,DEPT_MAIN,236,1200,481,5,EXCESSIVE
945,294,DEPT_CANCEL,129,1000,283,4,ACCEPTABLE
946,1308,DEPT_SALES,225,900,21,2,EXCESSIVE
947,1325,DEPT_SUPPORT,3,1000,681,9,ACCEPTABLE
948,1411,DEPT_MAIN,68,1000,643,5,ACCEPTABLE
949,917,DEPT_MAIN,95,1000,425,5,SHORT
950,253,DEPT_SALES,47,900,638,5,EXCESSIVE
951,111,DEPT_SUPPORT,9,1200,329,7,SHORT
952,537,DEPT_MAIN,14,900,334,7,SHORT
953,303,DEPT_SALES,110,1200,299,7,SHORT
954,1424,DEPT_MAIN,175,1000,353,1,SHORT
955,605,DEPT_SUPPORT,78,1000,352,5,EXCESSIVE
956,26,DEPT_SUPPORT,94,900,72,3,EXCESSIVE
957,566,DEPT_CANCEL,80,1000,579,8,ACCEPTABLE
958,799,DEPT_CANCEL,75,1200,348,6,ACCEPTABLE
959,315,DEPT_CANCEL,170,1000,571,3,SHORT
960,90,DEPT_CANCEL,162,1000,211,3,EXCESSIVE
961,270,DEPT_SALES,178,1000,238,4,SHORT
962,527,DEPT_SUPPORT,50,900,494,8,ACCEPTABLE
963,435,DEPT_MAIN,206,1200,37,4,EXCESSIVE
964,679,DEPT_CANCEL,93,900,280,8,ACCEPTABLE
965,482,DEPT_SUPPORT,50,900,202,1,ACCEPTABLE
966,1218,DEPT_MAIN,206,1200,605,3,EXCESSIVE
967,1070,DEPT_CANCEL,102,900,589,2,ACCEPTABLE
968,1365,DEPT_MAIN,219,1000,338,6,EXCESSIVE
969,1200,DEPT_SALES,43,1000,434,8,ACCEPTABLE
970,975,DEPT_SALES,31,1000,73,7,EXCESSIVE
971,645,DEPT_MAIN,201,1000,25,9,ACCEPTABLE
972,1412,DEPT_SALES,126,1000,702,8,SHORT
973,108,DEPT_SALES,151,1000,434,6,EXCESSIVE
974,593,DEPT_CANCEL,158,1000,146,2,ACCEPTABLE
975,835,DEPT_CANCEL,37,1200,399,7,SHORT
976,1130,DEPT_SUPPORT,85,900,287,7,SHORT
977,666,DEPT_SUPPORT,131,1200,473,8,SHORT
978,359,DEPT_SALES,155,1000,425,5,SHORT
979,1075,DEPT_SALES,164,1000,129,4,SHORT
980,561,DEPT_CANCEL,38,1200,574,9,SHORT
981,534,DEPT_SALES,130,1000,523,9,ACCEPTABLE
982,203,DEPT_MAIN,189,1000,557,3,ACCEPTABLE
983,1214,DEPT_MAIN,170,1000,342,3,SHORT
984,1126,DEPT_CANCEL,176,1000,102,5,SHORT
985,219,DEPT_CANCEL,231,1200,365,8,SHORT
986,493,DEPT_CANCEL,146,900,154,5,EXCESSIVE
987,536,DEPT_SUPPORT,181,1200,8,4,EXCESSIVE
988,284,DEPT_SUPPORT,233,1000,4,8,SHORT
989,364,DEPT_MAIN,9,1200,482,1,SHORT
990,271,DEPT_SUPPORT,153,1000,494,7,EXCESSIVE
991,324,DEPT_CANCEL,176,1000,386,2,ACCEPTABLE
992,697,DEPT_SALES,230,900,404,2,EXCESSIVE
993,1352,DEPT_SALES,136,1200,425,1,ACCEPTABLE
994,1039,DEPT_SALES,239,1000,409,4,ACCEPTABLE
995,1039,DEPT_CANCEL,214,1000,568,1,EXCESSIVE
996,958,DEPT_SALES,107,1200,186,6,SHORT
997,510,DEPT_SALES,4,1200,194,3,SHORT
998,831,DEPT_SALES,193,1200,690,7,SHORT
999,1327,DEPT_MAIN,31,1000,362,6,EXCESSIVE
1000,476,DEPT_SUPPORT,42,900,540,9,SHORT
1001,296,DEPT_MAIN,219,1000,719,4,ACCEPTABLE
1002,433,DEPT_MAIN,87,900,127,8,SHORT
1003,369,DEPT_MAIN,88,1200,361,6,SHORT
1004,1235,DEPT_CANCEL,97,1000,189,3,EXCESSIVE
1005,1092,DEPT_MAIN,214,1000,371,2,SHORT
1006,1216,DEPT_CANCEL,123,1000,120,6,SHORT
1007,463,DEPT_SUPPORT,139,900,317,6,ACCEPTABLE
1008,351,DEPT_CANCEL,40,1200,355,5,EXCESSIVE
1009,896,DEPT_CANCEL,93,900,713,4,EXCESSIVE
1010,1345,DEPT_CANCEL,35,900,190,2,ACCEPTABLE
1011,360,DEPT_CANCEL,215,900,103,1,ACCEPTABLE
1012,609,DEPT_MAIN,29,1200,131,9,ACCEPTABLE
1013,762,DEPT_MAIN,71,1000,515,9,ACCEPTABLE
1014,501,DEPT_SUPPORT,229,1000,482,7,ACCEPTABLE
1015,536,DEPT_MAIN,37,1200,495,2,EXCESSIVE
1016,1472,DEPT_MAIN,43,1000,111,2,ACCEPTABLE
1017,1382,DEPT_CANCEL,63,900,185,4,ACCEPTABLE
1018,161,DEPT_SUPPORT,135,1000,280,3,EXCESSIVE
1019,549,DEPT_MAIN,111,900,34,6,ACCEPTABLE
1020,343,DEPT_CANCEL,171,1200,238,9,ACCEPTABLE
1021,1258,DEPT_SALES,15,1200,142,3,ACCEPTABLE
1022,829,DEPT_MAIN,215,900,519,4,EXCESSIVE
1023,1041,DEPT_MAIN,37,1200,171,6,SHORT
1024,1359,DEPT_MAIN,69,1200,50,9,SHORT
1025,1011,DEPT_SALES,47,900,574,5,ACCEPTABLE
1026,785,DEPT_SUPPORT,53,1000,362,8,SHORT
1027,912,DEPT_MAIN,105,1000,245,7,EXCESSIVE
1028,431,DEPT_MAIN,105,1000,319,9,SHORT
1029,80,DEPT_SALES,188,900,10,9,SHORT
1030,122,DEPT_SALES,124,1200,617,1,ACCEPTABLE
1031,90,DEPT_SALES,170,1000,254,3,SHORT
1032,863,DEPT_SUPPORT,224,900,123,2,EXCESSIVE
1033,957,DEPT_MAIN,22,900,419,9,ACCEPTABLE
1034,1435,DEPT_CANCEL,53,1000,571,3,SHORT
1035,984,DEPT_CANCEL,33,1200,386,9,SHORT
1036,1114,DEPT_SALES,213,1000,528,3,SHORT
1037,1025,DEPT_SUPPORT,45,1000,196,5,EXCESSIVE
1038,1183,DEPT_MAIN,138,1200,188,1,SHORT
1039,1409,DEPT_CANCEL,111,900,188,6,EXCESSIVE
1040,1375,DEPT_CANCEL,111,900,373,7,ACCEPTABLE
1041,1077,DEPT_SALES,155,1000,107,8,ACCEPTABLE
1042,1379,DEPT_CANCEL,195,1000,310,8,EXCESSIVE
1043,500,DEPT_CANCEL,205,900,168,8,ACCEPTABLE
1044,705,DEPT_SALES,87,900,393,9,EXCESSIVE
1045,250,DEPT_MAIN,14,900,112,4,ACCEPTABLE
1046,331,DEPT_SUPPORT,100,1000,445,3,EXCESSIVE
1047,387,DEPT_MAIN,151,1000,409,3,ACCEPTABLE
1048,323,DEPT_MAIN,1,1200,317,9,ACCEPTABLE
1049,1397,DEPT_SUPPORT,124,1200,114,2,SHORT
1050,133,DEPT_SUPPORT,77,1000,624,7,SHORT
1051,774,DEPT_CANCEL,207,1000,126,6,ACCEPTABLE
1052,1132,DEPT_CANCEL,155,1000,514,6,SHORT
1053,727,DEPT_MAIN,175,1000,141,3,ACCEPTABLE
1054,1238,DEPT_MAIN,184,1200,125,4,EXCESSIVE
1055,1040,DEPT_SALES,65,1200,592,2,EXCESSIVE
1056,155,DEPT_CANCEL,73,1000,425,1,ACCEPTABLE
1057,712,DEPT_SUPPORT,239,1000,484,4,SHORT
1058,376,DEPT_SALES,83,900,629,6,SHORT
1059,426,DEPT_SUPPORT,213,1000,361,4,ACCEPTABLE
1060,953,DEPT_MAIN,159,900,115,7,EXCESSIVE
1061,1037,DEPT_SALES,75,1200,10,6,SHORT
1062,1413,DEPT_MAIN,171,1200,310,1,EXCESSIVE
1063,1305,DEPT_CANCEL,216,1200,165,2,SHORT
1064,194,DEPT_CANCEL,123,1000,695,9,ACCEPTABLE
1065,18,DEPT_SUPPORT,200,1000,137,3,ACCEPTABLE
1066,1395,DEPT_CANCEL,121,900,403,2,SHORT
1067,1278,DEPT_SALES,155,1000,81,2,EXCESSIVE
1068,93,DEPT_MAIN,184,1200,180,8,SHORT
1069,1072,DEPT_MAIN,209,1000,447,5,ACCEPTABLE
1070,1440,DEPT_SALES,43,1000,356,9,EXCESSIVE
1071,150,DEPT_SUPPORT,15,1200,24,9,SHORT
1072,82,DEPT_SUPPORT,141,900,356,8,SHORT
1073,1321,DEPT_SUPPORT,192,1000,127,4,EXCESSIVE
1074,1498,DEPT_MAIN,70,1200,82,2,EXCESSIVE
1075,1390,DEPT_MAIN,128,1200,144,4,ACCEPTABLE
1076,571,DEPT_MAIN,89,1200,369,7,EXCESSIVE
1077,966,DEPT_CANCEL,211,1000,454,6,EXCESSIVE
1078,1238,DEPT_SUPPORT,51,1200,284,7,EXCESSIVE
1079,416,DEPT_SALES,230,900,469,7,SHORT
1080,1023,DEPT_CANCEL,226,1200,234,4,SHORT
1081,1027,DEPT_SALES,49,1200,403,4,EXCESSIVE
1082,151,DEPT_CANCEL,165,1200,289,1,EXCESSIVE
1083,1161,DEPT_CANCEL,206,1200,8,3,EXCESSIVE
1084,701,DEPT_SUPPORT,110,1200,497,5,SHORT
1085,1316,DEPT_SUPPORT,139,900,580,3,ACCEPTABLE
1086,787,DEPT_SUPPORT,42,900,235,8,EXCESSIVE
1087,633,DEPT_SUPPORT,132,900,45,6,ACCEPTABLE
1088,1150,DEPT_SUPPORT,16,1200,250,2,SHORT
1089,1371,DEPT_SALES,136,1200,68,2,EXCESSIVE
1090,1427,DEPT_SALES,154,1200,418,2,SHORT
1091,144,DEPT_SUPPORT,103,1200,73,3,ACCEPTABLE
1092,435,DEPT_SALES,29,1200,396,5,SHORT
1093,120,DEPT_SALES,90,1200,403,6,ACCEPTABLE
1094,297,DEPT_CANCEL,109,1200,321,3,ACCEPTABLE
1095,302,DEPT_MAIN,101,1000,491,1,EXCESSIVE
1096,127,DEPT_CANCEL,183,900,564,8,SHORT
1097,399,DEPT_MAIN,228,900,235,7,ACCEPTABLE
1098,1469,DEPT_SALES,51,1200,50,2,EXCESSIVE
1099,413,DEPT_MAIN,110,1200,67,8,ACCEPTABLE
1100,671,DEPT_MAIN,33,1200,491,7,EXCESSIVE
1101,595,DEPT_SALES,62,1000,87,8,EXCESSIVE
1102,13,DEPT_SALES,206,1200,56,1,ACCEPTABLE
1103,704,DEPT_SALES,141,900,647,2,ACCEPTABLE
1104,1173,DEPT_SALES,130,1000,5,4,EXCESSIVE
1105,1436,DEPT_CANCEL,10,1000,13,3,ACCEPTABLE
1106,790,DEPT_MAIN,249,1200,230,4,ACCEPTABLE
1107,1017,DEPT_CANCEL,79,1000,446,4,ACCEPTABLE
1108,953,DEPT_CANCEL,92,900,423,7,EXCESSIVE
1109,120,DEPT_MAIN,97,1000,495,8,EXCESSIVE
1110,1203,DEPT_CANCEL,196,1000,362,8,ACCEPTABLE
1111,422,DEPT_CANCEL,250,900,50,3,SHORT
1112,1449,DEPT_CANCEL,224,900,287,6,ACCEPTABLE
1113,399,DEPT_SUPPORT,8,1200,548,6,ACCEPTABLE
1114,696,DEPT_SALES,90,1200,232,3,EXCESSIVE
1115,1290,DEPT_MAIN,244,1200,197,5,ACCEPTABLE
1116,999,DEPT_MAIN,33,1200,708,2,ACCEPTABLE
1117,842,DEPT_MAIN,78,1000,610,1,EXCESSIVE
1118,303,DEPT_SUPPORT,116,900,63,2,ACCEPTABLE
1119,872,DEPT_CANCEL,53,1000,372,9,EXCESSIVE
1120,700,DEPT_SALES,96,1000,419,7,EXCESSIVE
1121,296,DEPT_CANCEL,250,900,432,4,SHORT
1122,1434,DEPT_SUPPORT,189,1000,669,6,ACCEPTABLE
1123,72,DEPT_SUPPORT,190,900,484,1,EXCESSIVE
1124,1195,DEPT_MAIN,190,900,62,4,SHORT
1125,495,DEPT_SALES,186,900,227,3,EXCESSIVE
1126,683,DEPT_SUPPORT,214,1000,104,8,ACCEPTABLE
1127,1321,DEPT_MAIN,89,1200,616,5,ACCEPTABLE
1128,1115,DEPT_CANCEL,197,1200,587,4,EXCESSIVE
1129,310,DEPT_CANCEL,37,1200,443,9,EXCESSIVE
1130,999,DEPT_CANCEL,25,900,466,7,SHORT
1131,721,DEPT_SALES,45,1000,441,9,SHORT
1132,459,DEPT_CANCEL,110,1200,600,9,SHORT
1133,55,DEPT_CANCEL,246,1000,281,1,SHORT
1134,806,DEPT_SUPPORT,169,1200,285,8,SHORT
1135,857,DEPT_CANCEL,114,1000,243,9,ACCEPTABLE
1136,199,DEPT_CANCEL,33,1200,152,5,EXCESSIVE
1137,1173,DEPT_SUPPORT,10,1000,55,6,EXCESSIVE
1138,1305,DEPT_SALES,82,1000,375,7,ACCEPTABLE
1139,484,DEPT_SALES,76,900,107,9,ACCEPTABLE
1140,812,DEPT_SUPPORT,18,900,383,6,EXCESSIVE
1141,1430,DEPT_MAIN,244,1200,211,1,ACCEPTABLE
1142,1365,DEPT_SALES,180,1200,668,6,ACCEPTABLE
1143,614,DEPT_SALES,149,1200,259,7,ACCEPTABLE
1144,826,DEPT_MAIN,10,1000,444,9,SHORT
1145,918,DEPT_SUPPORT,209,1000,488,9,EXCESSIVE
1146,1128,DEPT_SALES,183,900,108,8,EXCESSIVE
1147,135,DEPT_MAIN,146,900,707,4,ACCEPTABLE
1148,45,DEPT_SUPPORT,202,1200,329,1,SHORT
1149,641,DEPT_MAIN,176,1000,246,6,EXCESSIVE
1150,736,DEPT_MAIN,56,1200,704,5,EXCESSIVE
1151,254,DEPT_MAIN,121,900,354,9,ACCEPTABLE
1152,1211,DEPT_SUPPORT,164,1000,644,9,ACCEPTABLE
1153,185,DEPT_SALES,6,1000,69,2,SHORT
1154,147,DEPT_SALES,17,1200,643,3,ACCEPTABLE
1155,566,DEPT_SALES,166,900,181,5,EXCESSIVE
1156,89,DEPT_CANCEL,99,1200,15,2,SHORT
1157,536,DEPT_SUPPORT,241,1200,123,3,EXCESSIVE
1158,631,DEPT_MAIN,54,900,480,3,ACCEPTABLE
1159,181,DEPT_SALES,19,1200,543,1,EXCESSIVE
1160,292,DEPT_MAIN,36,1000,701,3,SHORT
1161,945,DEPT_CANCEL,242,900,563,8,EXCESSIVE
1162,1369,DEPT_MAIN,241,1200,77,5,ACCEPTABLE
1163,724,DEPT_MAIN,2,900,558,5,SHORT
1164,1293,DEPT_CANCEL,115,900,524,8,SHORT
1165,315,DEPT_CANCEL,97,1000,321,6,EXCESSIVE
1166,723,DEPT_CANCEL,147,1200,496,3,EXCESSIVE
1167,751,DEPT_MAIN,139,900,75,9,SHORT
1168,1415,DEPT_SALES,135,1000,422,8,EXCESSIVE
1169,1284,DEPT_SUPPORT,132,900,175,7,ACCEPTABLE
1170,1006,DEPT_CANCEL,77,1000,138,9,SHORT
1171,510,DEPT_MAIN,232,900,373,4,ACCEPTABLE
1172,127,DEPT_MAIN,210,900,459,5,SHORT
1173,762,DEPT_CANCEL,174,1200,451,2,SHORT
1174,1054,DEPT_MAIN,65,1200,43,7,ACCEPTABLE
1175,582,DEPT_SALES,2,900,520,6,SHORT
1176,269,DEPT_SUPPORT,167,1200,712,9,SHORT
1177,1116,DEPT_SALES,213,1000,385,6,ACCEPTABLE
1178,824,DEPT_SALES,126,1000,685,8,EXCESSIVE
1179,469,DEPT_MAIN,203,900,383,4,ACCEPTABLE
1180,261,DEPT_MAIN,138,1200,390,2,SHORT
1181,723,DEPT_SALES,101,1000,698,4,EXCESSIVE
1182,72,DEPT_MAIN,225,900,406,1,EXCESSIVE
1183,52,DEPT_SALES,10,1000,237,9,SHORT
1184,1454,DEPT_MAIN,5,1200,57,6,ACCEPTABLE
1185,255,DEPT_MAIN,28,1000,416,3,SHORT
1186,1469,DEPT_MAIN,125,1200,156,7,EXCESSIVE
1187,208,DEPT_CANCEL,79,1000,452,7,SHORT
1188,1497,DEPT_CANCEL,194,1200,631,9,EXCESSIVE
1189,1130,DEPT_SUPPORT,49,1200,262,4,EXCESSIVE
1190,950,DEPT_CANCEL,11,1000,225,9,EXCESSIVE
1191,1229,DEPT_SUPPORT,173,1000,326,7,SHORT
1192,598,DEPT_MAIN,148,900,615,9,ACCEPTABLE
1193,208,DEPT_CANCEL,118,1000,227,1,SHORT
1194,793,DEPT_SALES,239,1000,119,4,SHORT
1195,420,DEPT_MAIN,7,1000,488,3,ACCEPTABLE
1196,879,DEPT_CANCEL,70,1200,22,4,EXCESSIVE
1197,766,DEPT_SUPPORT,87,900,378,5,SHORT
1198,1245,DEPT_SALES,132,900,634,8,SHORT
1199,434,DEPT_CANCEL,24,1200,19,9,SHORT
1200,217,DEPT_SALES,236,1200,346,2,SHORT
1201,1254,DEPT_MAIN,93,900,508,9,SHORT
1202,503,DEPT_SALES,240,1200,647,8,ACCEPTABLE
1203,69,DEPT_MAIN,130,1000,134,5,ACCEPTABLE
1204,1200,DEPT_MAIN,126,1000,601,1,ACCEPTABLE
1205,993,DEPT_CANCEL,35,900,525,4,SHORT
1206,292,DEPT_SALES,122,1000,238,8,SHORT
1207,986,DEPT_MAIN,70,1200,451,9,SHORT
1208,74,DEPT_MAIN,64,1200,59,2,EXCESSIVE
1209,696,DEPT_CANCEL,227,900,7,2,ACCEPTABLE
1210,335,DEPT_SALES,108,900,333,4,EXCESSIVE
1211,1081,DEPT_SUPPORT,166,900,502,7,EXCESSIVE
1212,1433,DEPT_MAIN,7,1000,378,2,SHORT
1213,1104,DEPT_CANCEL,238,900,502,2,SHORT
1214,1070,DEPT_CANCEL,223,900,285,9,EXCESSIVE
1215,190,DEPT_CANCEL,87,900,246,9,ACCEPTABLE
1216,618,DEPT_SALES,40,1200,66,6,ACCEPTABLE
1217,380,DEPT_CANCEL,214,1000,251,3,SHORT
1218,879,DEPT_SUPPORT,150,1000,668,6,ACCEPTABLE
1219,126,DEPT_MAIN,52,1000,518,6,EXCESSIVE
1220,1041,DEPT_SALES,148,900,449,2,ACCEPTABLE
1221,48,DEPT_SUPPORT,236,1200,377,5,ACCEPTABLE
1222,1104,DEPT_SUPPORT,249,1200,317,5,EXCESSIVE
1223,901,DEPT_SALES,149,1200,452,2,ACCEPTABLE
1224,254,DEPT_SALES,43,1000,105,4,EXCESSIVE
1225,240,DEPT_SUPPORT,162,1000,512,9,ACCEPTABLE
1226,728,DEPT_MAIN,17,1200,192,3,ACCEPTABLE
1227,1251,DEPT_SALES,2,900,121,1,SHORT
1228,542,DEPT_MAIN,242,900,545,2,ACCEPTABLE
1229,639,DEPT_CANCEL,188,900,546,1,ACCEPTABLE
1230,1471,DEPT_CANCEL,207,1000,313,3,ACCEPTABLE
1231,851,DEPT_SUPPORT,196,1000,527,4,ACCEPTABLE
1232,1497,DEPT_SUPPORT,31,1000,255,7,SHORT
1233,1447,DEPT_MAIN,53,1000,64,8,EXCESSIVE
1234,328,DEPT_SUPPORT,130,1000,708,3,SHORT
1235,742,DEPT_SALES,108,900,476,2,SHORT
1236,678,DEPT_SALES,18,900,290,4,SHORT
1237,608,DEPT_SALES,22,900,368,8,ACCEPTABLE
1238,379,DEPT_SALES,212,900,116,7,EXCESSIVE
1239,1358,DEPT_CANCEL,179,1200,245,5,EXCESSIVE
1240,810,DEPT_CANCEL,81,1000,368,1,ACCEPTABLE
1241,980,DEPT_SUPPORT,37,1200,288,7,EXCESSIVE
1242,1204,DEPT_CANCEL,159,900,313,8,SHORT
1243,1401,DEPT_MAIN,8,1200,140,2,SHORT
1244,974,DEPT_CANCEL,45,1000,473,6,ACCEPTABLE
1245,1232,DEPT_SUPPORT,6,1000,196,9,EXCESSIVE
1246,43,DEPT_SALES,236,1200,505,1,SHORT
1247,238,DEPT_SALES,239,1000,514,4,EXCESSIVE
1248,484,DEPT_SUPPORT,199,1200,262,2,SHORT
1249,60,DEPT_CANCEL,217,1200,335,6,EXCESSIVE
1250,46,DEPT_CANCEL,142,1200,645,7,ACCEPTABLE
1251,1494,DEPT_SUPPORT,234,1000,267,9,EXCESSIVE
1252,706,DEPT_SUPPORT,173,1000,671,1,ACCEPTABLE
1253,540,DEPT_CANCEL,148,900,225,9,EXCESSIVE
1254,352,DEPT_MAIN,90,1200,479,1,SHORT
1255,1308,DEPT_MAIN,222,1200,32,8,EXCESSIVE
1256,478,DEPT_SALES,131,1200,400,6,SHORT
1257,1147,DEPT_SUPPORT,22,900,138,1,EXCESSIVE
1258,309,DEPT_CANCEL,34,900,102,6,EXCESSIVE
1259,350,DEPT_MAIN,136,1200,27,2,EXCESSIVE
1260,747,DEPT_CANCEL,86,1000,532,3,EXCESSIVE
1261,368,DEPT_MAIN,200,1000,517,9,EXCESSIVE
1262,308,DEPT_SALES,164,1000,665,8,EXCESSIVE
1263,1371,DEPT_SALES,7,1000,98,9,EXCESSIVE
1264,815,DEPT_SALES,201,1000,178,4,ACCEPTABLE
1265,20,DEPT_SALES,34,900,226,1,EXCESSIVE
1266,719,DEPT_CANCEL,16,1200,442,4,EXCESSIVE
1267,1312,DEPT_SALES,204,1200,146,1,SHORT
1268,1326,DEPT_SUPPORT,151,1000,351,8,ACCEPTABLE
1269,1108,DEPT_SUPPORT,148,900,63,9,EXCESSIVE
1270,226,DEPT_SALES,180,1200,101,9,SHORT
1271,1012,DEPT_SALES,217,1200,554,2,EXCESSIVE
1272,436,DEPT_SUPPORT,52,1000,134,4,ACCEPTABLE
1273,1009,DEPT_MAIN,183,900,151,9,SHORT
1274,1218,DEPT_CANCEL,169,1200,87,6,SHORT
1275,838,DEPT_SUPPORT,132,900,57,2,SHORT
1276,792,DEPT_MAIN,2,900,518,8,ACCEPTABLE
1277,588,DEPT_SALES,219,1000,371,8,ACCEPTABLE
1278,967,DEPT_MAIN,237,1000,422,4,SHORT
1279,1237,DEPT_CANCEL,179,1200,25,8,SHORT
1280,686,DEPT_MAIN,82,1000,414,1,EXCESSIVE
1281,1458,DEPT_MAIN,98,1000,132,4,SHORT
1282,1196,DEPT_SALES,217,1200,365,3,EXCESSIVE
1283,127,DEPT_SALES,244,1200,337,1,SHORT
1284,100,DEPT_SALES,19,1200,181,6,EXCESSIVE
1285,877,DEPT_MAIN,132,900,75,5,ACCEPTABLE
1286,393,DEPT_SALES,203,900,541,1,EXCESSIVE
1287,431,DEPT_CANCEL,115,900,682,5,EXCESSIVE
1288,1181,DEPT_CANCEL,182,900,178,8,SHORT
1289,181,DEPT_SUPPORT,59,900,170,5,ACCEPTABLE
1290,1086,DEPT_CANCEL,184,1200,618,5,SHORT
1291,663,DEPT_MAIN,244,1200,348,6,ACCEPTABLE
1292,516,DEPT_MAIN,47,900,345,8,SHORT
1293,113,DEPT_MAIN,147,1200,693,3,EXCESSIVE
1294,1450,DEPT_CANCEL,27,900,464,9,SHORT
1295,30,DEPT_SUPPORT,112,1000,138,3,SHORT
1296,844,DEPT_MAIN,29,1200,318,5,ACCEPTABLE
1297,718,DEPT_SUPPORT,137,900,110,6,ACCEPTABLE
1298,185,DEPT_SALES,80,1000,552,6,ACCEPTABLE
1299,312,DEPT_SALES,117,1000,36,4,ACCEPTABLE
1300,1167,DEPT_SUPPORT,20,1200,68,9,SHORT
1301,643,DEPT_CANCEL,127,1200,697,6,EXCESSIVE
1302,579,DEPT_SALES,237,1000,401,4,EXCESSIVE
1303,312,DEPT_SUPPORT,143,900,301,2,EXCESSIVE
1304,572,DEPT_CANCEL,94,900,232,5,ACCEPTABLE
1305,1277,DEPT_SUPPORT,166,900,12,3,SHORT
1306,737,DEPT_SALES,237,1000,499,2,ACCEPTABLE
1307,1061,DEPT_SALES,13,1000,102,4,EXCESSIVE
1308,446,DEPT_CANCEL,36,1000,141,8,SHORT
1309,213,DEPT_SALES,194,1200,260,6,SHORT
1310,719,DEPT_SALES,3,1000,587,3,EXCESSIVE
1311,190,DEPT_CANCEL,232,900,50,6,ACCEPTABLE
1312,1024,DEPT_SUPPORT,61,900,498,8,SHORT
1313,947,DEPT_SALES,149,1200,345,9,EXCESSIVE
